	Image type	Feature Class	Feature Name	VSD.Brain_3more.XX.O.OT.42283	VSD.Brain_3more.XX.XX.OT.54529	VSD.Brain_3more.XX.O.OT.42287	VSD.Brain_3more.XX.O.OT.42289	VSD.Brain_3more.XX.O.OT.42291
455	wavelet-LHH	glrlm	LongRunHighGrayLevelEmphasis	15.2554892454	68.5469258514	33.2138456874	23.9145749708	18.1744829773
456	wavelet-LHH	glrlm	RunPercentage	0.518271887302	0.400813068538	0.456093067404	0.484948336741	0.510935257742
457	wavelet-LHH	glrlm	LongRunLowGrayLevelEmphasis	3.80211002237	6.49957045518	4.44426325032	4.01534120346	3.61660249565
458	wavelet-LHH	glrlm	RunEntropy	2.9300101762	3.17096120238	3.08279850255	3.01901588406	2.93870781818
459	wavelet-LHH	glrlm	HighGrayLevelRunEmphasis	2.50507172976	2.50202974822	2.50237727802	2.50040920314	2.50677423884
460	wavelet-LHH	glrlm	RunLengthNonUniformityNormalized	0.353267409103	0.342699497312	0.343905673979	0.34532862423	0.359942241732
461	wavelet-LHH	glszm	GrayLevelVariance	0.248520710059	0.249864791779	0.246913580247	0.249134948097	0.25
462	wavelet-LHH	glszm	ZoneVariance	422944151.467	363311213.671	314744389.506	396353323.031	181726229.951
463	wavelet-LHH	glszm	GrayLevelNonUniformityNormalized	0.502958579882	0.500270416441	0.506172839506	0.501730103806	0.5
464	wavelet-LHH	glszm	SizeZoneNonUniformityNormalized	0.514792899408	0.539210383991	0.358024691358	0.377162629758	0.413580246914
465	wavelet-LHH	glszm	SizeZoneNonUniformity	6.69230769231	23.1860465116	3.22222222222	6.41176470588	7.44444444444
466	wavelet-LHH	glszm	GrayLevelNonUniformity	6.53846153846	21.511627907	4.55555555556	8.52941176471	9.0
467	wavelet-LHH	glszm	LargeAreaEmphasis	499863797.769	379671921.721	401434972.333	448665357.412	204372195.889
468	wavelet-LHH	glszm	SmallAreaHighGrayLevelEmphasis	1.53846153858	2.02957220788	1.56694444472	1.5260437509	1.70515243149
469	wavelet-LHH	glszm	ZonePercentage	0.000114020085077	0.000247228738329	0.000107402412974	0.000138260841277	0.000210137990614
470	wavelet-LHH	glszm	LargeAreaLowGrayLevelEmphasis	312243870.462	162647503.488	200763206.75	247952008.735	118860893.264
471	wavelet-LHH	glszm	LargeAreaHighGrayLevelEmphasis	1250343507.0	1247769594.65	1204122034.67	1251518752.12	546417406.389
472	wavelet-LHH	glszm	HighGrayLevelZoneEmphasis	2.38461538462	2.46511627907	2.33333333333	2.41176470588	2.5
473	wavelet-LHH	glszm	SmallAreaEmphasis	0.730769230817	0.755455067478	0.566944444583	0.629059957348	0.660084404193
474	wavelet-LHH	glszm	LowGrayLevelZoneEmphasis	0.653846153846	0.633720930233	0.666666666667	0.647058823529	0.625
475	wavelet-LHH	glszm	ZoneEntropy	1.98777337149	2.26535187414	2.41938194565	2.60397572661	2.55217969707
476	wavelet-LHH	glszm	SmallAreaLowGrayLevelEmphasis	0.528846153876	0.436925782378	0.316944444548	0.404814008959	0.39881739737
477	wavelet-LHH	ngtdm	Coarseness	3.56187263347e-05	3.12574922541e-05	5.62510602056e-05	3.5194656443e-05	4.92031685565e-05
478	wavelet-LHH	ngtdm	Complexity	4.31944180006e-06	2.11512898826e-06	5.06340121754e-06	3.75883976801e-06	5.53988901939e-06
479	wavelet-LHH	ngtdm	Strength	3.56187499531e-05	3.12815492751e-05	5.62688593599e-05	3.51960684551e-05	4.92133053318e-05
480	wavelet-LHH	ngtdm	Contrast	1.07985950063e-06	4.86054430019e-07	1.22832429509e-06	9.3075766981e-07	1.3800141909e-06
481	wavelet-LHH	ngtdm	Busyness	28036.0218201	17302.1204365	11743.2077828	21988.3596185	17307.6187862
482	wavelet-LLH	gldm	GrayLevelVariance	0.24968967291	0.233364505823	0.245453085196	0.248015072707	0.249894936184
483	wavelet-LLH	gldm	HighGrayLevelEmphasis	2.44715169057	2.88693597351	2.70229244484	2.63365756856	2.53075019263
484	wavelet-LLH	gldm	DependenceEntropy	5.16399886087	4.99086174752	5.22274294153	5.12536478068	5.2578170208
485	wavelet-LLH	gldm	DependenceNonUniformity	7197.81113889	11997.1111609	4585.99702853	7790.71666287	4959.83581218
486	wavelet-LLH	gldm	GrayLevelNonUniformity	57078.2638863	92750.7564624	42660.5356397	61966.1174404	42846.9991128
487	wavelet-LLH	gldm	SmallDependenceEmphasis	0.00677256283733	0.00645511640452	0.00657286765874	0.00638842338125	0.00720968916284
488	wavelet-LLH	gldm	SmallDependenceHighGrayLevelEmphasis	0.0177906782725	0.0173041841915	0.017369451934	0.0165957835906	0.0190818726457
489	wavelet-LLH	gldm	DependenceNonUniformityNormalized	0.0631303875708	0.0689774571141	0.0547274607508	0.0633618258798	0.0579027739637
490	wavelet-LLH	gldm	LargeDependenceEmphasis	245.162119019	342.32976864	292.539291383	258.118253684	245.38338509
491	wavelet-LLH	gldm	LargeDependenceLowGrayLevelEmphasis	162.336786826	143.340829251	145.901085361	138.462023	146.467256415
492	wavelet-LLH	gldm	DependenceVariance	19.4595585463	43.0482033351	32.9313123264	22.8533135294	23.8178419591
493	wavelet-LLH	gldm	LargeDependenceHighGrayLevelEmphasis	576.463447792	1138.28552619	879.09211547	736.743176421	641.047899788
494	wavelet-LLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.00401803397853	0.00374284945778	0.00387372158991	0.0038365833289	0.00424164329213
495	wavelet-LLH	gldm	LowGrayLevelEmphasis	0.638212077358	0.528266006623	0.574426888791	0.59158560786	0.617312451843
496	wavelet-LLH	glcm	JointAverage	1.47885302173	1.64033826324	1.57260740191	1.54621284204	1.51125849322
497	wavelet-LLH	glcm	SumAverage	2.95770604346	3.28067652649	3.14521480383	3.09242568408	3.02251698643
498	wavelet-LLH	glcm	JointEntropy	1.96113910467	1.81889722668	1.92065734217	1.95760185237	1.96628808679
499	wavelet-LLH	glcm	ClusterShade	0.0288238901321	-0.241281753064	-0.119140289698	-0.0666606551559	-0.0168606733765
500	wavelet-LLH	glcm	MaximumProbability	0.305517480058	0.476632444829	0.383143670991	0.33529801231	0.299478350248
501	wavelet-LLH	glcm	Idmn	0.913748200714	0.934517672634	0.924214507631	0.915634068108	0.915287942813
502	wavelet-LLH	glcm	JointEnergy	0.263147314578	0.32091554377	0.278892494466	0.264964548587	0.261419663296
503	wavelet-LLH	glcm	Contrast	0.431258996429	0.327411636831	0.378927461844	0.421829659459	0.423560285937
504	wavelet-LLH	glcm	DifferenceEntropy	0.963529637969	0.906473630483	0.945638561638	0.968412465628	0.966942495918
505	wavelet-LLH	glcm	InverseVariance	0.431258996429	0.327411636831	0.378927461844	0.421829659459	0.423560285937
506	wavelet-LLH	glcm	DifferenceVariance	0.237755221113	0.21849993838	0.231662600942	0.239314083322	0.238843442959
507	wavelet-LLH	glcm	Idn	0.85624700119	0.890862787723	0.873690846052	0.859390113514	0.858813238021
508	wavelet-LLH	glcm	Idm	0.784370501786	0.836294181585	0.810536269078	0.789085170271	0.788219857031
509	wavelet-LLH	glcm	Correlation	0.135872645712	0.289090804355	0.225784611719	0.149102952019	0.152445987728
510	wavelet-LLH	glcm	Autocorrelation	2.22092956697	2.75730897132	2.52835847482	2.42772369639	2.32199533668
511	wavelet-LLH	glcm	SumEntropy	1.52988010824	1.49148558985	1.54172988032	1.53577219291	1.54272780086
512	wavelet-LLH	glcm	SumSquares	0.249548732155	0.230292258925	0.244722452296	0.247860684046	0.249868446872
513	wavelet-LLH	glcm	ClusterProminence	0.567522209442	0.656611975532	0.613910899669	0.573536530715	0.576191641629
514	wavelet-LLH	glcm	Imc2	0.1632850587	0.332839266064	0.262714149414	0.17424121328	0.177946679214
515	wavelet-LLH	glcm	Imc1	-0.0362923842056	-0.0698257682686	-0.0495254580937	-0.0302297568764	-0.0329673138933
516	wavelet-LLH	glcm	DifferenceAverage	0.431258996429	0.327411636831	0.378927461844	0.421829659459	0.423560285937
517	wavelet-LLH	glcm	Id	0.784370501786	0.836294181585	0.810536269078	0.789085170271	0.788219857031
518	wavelet-LLH	glcm	ClusterTendency	0.566935932189	0.59375739887	0.59996234734	0.569613076724	0.575913501552
519	wavelet-LLH	firstorder	InterquartileRange	0.475756118044	0.0451357640835	0.127476579909	0.180323377691	0.301227095357
520	wavelet-LLH	firstorder	Skewness	0.249776555563	0.543323410897	0.232918950392	-0.118217883041	0.318071197458
521	wavelet-LLH	firstorder	Uniformity	0.50062065418	0.533270988354	0.509093829608	0.503969854585	0.500210127633
522	wavelet-LLH	firstorder	Median	-0.000905816077914	5.13478148889e-16	5.13478148889e-16	2.56739074445e-16	5.13478148889e-16
523	wavelet-LLH	firstorder	Energy	60535.243512	31849.8061857	22539.020787	34710.2824583	32173.9957675
524	wavelet-LLH	firstorder	RobustMeanAbsoluteDeviation	0.237557433514	0.0585554216565	0.0956446401523	0.114268664822	0.1667692883
525	wavelet-LLH	firstorder	MeanAbsoluteDeviation	0.470626413255	0.209055177573	0.277451288332	0.301328274226	0.368903781131
526	wavelet-LLH	firstorder	TotalEnergy	60535.243512	31849.8061857	22539.020787	34710.2824583	32173.9957675
527	wavelet-LLH	firstorder	Maximum	4.57723788049	5.0399330471	3.80618459225	3.76277313163	4.26933726911
528	wavelet-LLH	firstorder	RootMeanSquared	0.728657016254	0.427925971627	0.518624807501	0.531317610432	0.612870242774
529	wavelet-LLH	firstorder	90Percentile	0.855801540817	0.180328144885	0.379363983857	0.490449108413	0.615575731036
530	wavelet-LLH	firstorder	Minimum	-4.27898156567	-4.22683002445	-3.88375007173	-5.57458699838	-3.97709830476
531	wavelet-LLH	firstorder	Entropy	0.999104399953	0.951453079465	0.986840315741	0.994265107469	0.99969682867
532	wavelet-LLH	firstorder	Range	8.85621944616	9.26676307155	7.68993466398	9.33736013	8.24643557387
533	wavelet-LLH	firstorder	Variance	0.530353755292	0.182433595046	0.268262209403	0.2819914218	0.374766747339
534	wavelet-LLH	firstorder	10Percentile	-0.862880244814	-0.417310201153	-0.53675350138	-0.575112186179	-0.692989516806
535	wavelet-LLH	firstorder	Kurtosis	5.42734129843	13.2621519542	9.1776941938	7.5811989638	7.24442582976
536	wavelet-LLH	firstorder	Mean	-0.0242341090975	-0.0262114888255	-0.0266360949106	-0.0175208834064	-0.0290376848
537	wavelet-LLH	glrlm	ShortRunLowGrayLevelEmphasis	0.323702979067	0.361071495743	0.348015671427	0.34751849258	0.349075070579
538	wavelet-LLH	glrlm	GrayLevelVariance	0.249965050123	0.249951017798	0.249984803047	0.249984207957	0.249981919751
539	wavelet-LLH	glrlm	LowGrayLevelRunEmphasis	0.621446836306	0.628616238531	0.625893739462	0.624443667853	0.625533977792
540	wavelet-LLH	glrlm	GrayLevelNonUniformityNormalized	0.500069899753	0.500097964403	0.500030393905	0.500031584086	0.500036160497
541	wavelet-LLH	glrlm	RunVariance	3.41080776652	14.2839009446	6.33096571511	4.41384283724	3.49152342885
542	wavelet-LLH	glrlm	GrayLevelNonUniformity	26263.9781435	32451.3578096	17546.3525464	27576.2019611	19957.9777247
543	wavelet-LLH	glrlm	LongRunEmphasis	8.87769150644	21.8541198194	12.576715968	9.87457950043	8.58716516568
544	wavelet-LLH	glrlm	ShortRunHighGrayLevelEmphasis	1.39124578402	1.35518095151	1.35714208582	1.34908404891	1.42270435747
545	wavelet-LLH	glrlm	RunLengthNonUniformity	16632.5162775	20617.5371623	11056.3820646	17662.6592054	13318.4055671
546	wavelet-LLH	glrlm	ShortRunEmphasis	0.537211540058	0.559893386896	0.549840954306	0.547831603846	0.563800927956
547	wavelet-LLH	glrlm	LongRunHighGrayLevelEmphasis	20.9855036556	77.8219230283	39.1622574192	28.7377387152	22.734388244
548	wavelet-LLH	glrlm	RunPercentage	0.460638445009	0.373086299194	0.418755582401	0.448525050862	0.465958543546
549	wavelet-LLH	glrlm	LongRunLowGrayLevelEmphasis	5.85073846914	7.8621690172	5.93033060515	5.15878969673	5.05035939611
550	wavelet-LLH	glrlm	RunEntropy	3.17585087017	3.33488896025	3.27790004503	3.18953204781	3.13688064498
551	wavelet-LLH	glrlm	HighGrayLevelRunEmphasis	2.51421265478	2.48553504588	2.49642504215	2.50222532859	2.49786408883
552	wavelet-LLH	glrlm	RunLengthNonUniformityNormalized	0.304140943021	0.31224473462	0.306500708489	0.311355291381	0.32357925613
553	wavelet-LLH	glszm	GrayLevelVariance	0.247933884298	0.192043895748	0.228373702422	0.249702734839	0.177514792899
554	wavelet-LLH	glszm	ZoneVariance	184904949.455	287992893.469	185800031.945	244472222.257	238785768.686
555	wavelet-LLH	glszm	GrayLevelNonUniformityNormalized	0.504132231405	0.615912208505	0.543252595156	0.500594530321	0.644970414201
556	wavelet-LLH	glszm	SizeZoneNonUniformityNormalized	0.44536271809	0.347736625514	0.328719723183	0.376932223543	0.502958579882
557	wavelet-LLH	glszm	SizeZoneNonUniformity	14.696969697	18.7777777778	5.58823529412	10.9310344828	6.53846153846
558	wavelet-LLH	glszm	GrayLevelNonUniformity	16.6363636364	33.2592592593	9.23529411765	14.5172413793	8.38461538462
559	wavelet-LLH	glszm	LargeAreaEmphasis	196841974.455	298367018.704	210097392.529	262448652.621	282201703.385
560	wavelet-LLH	glszm	SmallAreaHighGrayLevelEmphasis	1.79041482829	1.99204060929	1.52414669586	1.6581999324	2.39089481967
561	wavelet-LLH	glszm	ZonePercentage	0.000289435600579	0.000310473299296	0.000202871224507	0.000235856729236	0.000151766326554
562	wavelet-LLH	glszm	LargeAreaLowGrayLevelEmphasis	128179442.523	132367632.273	110468911.103	146582435.328	172072652.942
563	wavelet-LLH	glszm	LargeAreaHighGrayLevelEmphasis	471492102.182	962364564.426	608611318.235	725913521.793	722717905.154
564	wavelet-LLH	glszm	HighGrayLevelZoneEmphasis	2.63636363636	3.22222222222	2.94117647059	2.55172413793	3.30769230769
565	wavelet-LLH	glszm	SmallAreaEmphasis	0.688773414117	0.605651720399	0.562409223019	0.631619472605	0.713108320335
566	wavelet-LLH	glszm	LowGrayLevelZoneEmphasis	0.590909090909	0.444444444444	0.514705882353	0.612068965517	0.423076923077
567	wavelet-LLH	glszm	ZoneEntropy	2.58157506621	2.77380859451	2.65425531322	2.81369780495	2.03494091396
568	wavelet-LLH	glszm	SmallAreaLowGrayLevelEmphasis	0.413363060574	0.259054498176	0.321974854808	0.374974357657	0.293661695501
569	wavelet-LLH	ngtdm	Coarseness	4.05905310029e-05	3.41771052874e-05	6.21491779064e-05	3.83913263142e-05	5.48380486836e-05
570	wavelet-LLH	ngtdm	Complexity	3.79036715197e-06	1.93444200178e-06	4.58287134806e-06	3.4458583998e-06	4.97063808338e-06
571	wavelet-LLH	ngtdm	Strength	4.05768148934e-05	3.42695644609e-05	6.22498176165e-05	3.84204889251e-05	5.48490772677e-05
572	wavelet-LLH	ngtdm	Contrast	9.46735449569e-07	4.50212144841e-07	1.12306131032e-06	8.53976128856e-07	1.24188752828e-06
573	wavelet-LLH	ngtdm	Busyness	27548.0203111	16494.6254417	11455.5677907	20553.3331468	17178.9988692
574	wavelet-LLL	gldm	GrayLevelVariance	0.0	0.0	0.0	0.0	0.0
575	wavelet-LLL	gldm	HighGrayLevelEmphasis	1.0	1.0	1.0	1.0	1.0
576	wavelet-LLL	gldm	DependenceEntropy	1.52366247146	1.87433354053	1.78355266005	1.38275871124	2.02496327426
577	wavelet-LLL	gldm	DependenceNonUniformity	73159.1352103	95843.9378593	48065.1266155	83491.36509	43570.5311588
578	wavelet-LLL	gldm	GrayLevelNonUniformity	114015.0	173928.0	83797.0	122956.0	85658.0
579	wavelet-LLL	gldm	SmallDependenceEmphasis	0.00176583540331	0.001907142438	0.00183327383376	0.00172755019781	0.00191570895097
580	wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	0.00176583540331	0.001907142438	0.00183327383376	0.00172755019781	0.00191570895097
581	wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.641662370831	0.55105525194	0.573590064269	0.679034492745	0.508656881538
582	wavelet-LLL	gldm	LargeDependenceEmphasis	668.71091523	651.312048664	654.564733821	675.324750317	643.367391254
583	wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	668.71091523	651.312048664	654.564733821	675.324750317	643.367391254
584	wavelet-LLL	gldm	DependenceVariance	11.7948850381	15.0096252747	13.9547822169	10.6835074377	15.3798701812
585	wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	668.71091523	651.312048664	654.564733821	675.324750317	643.367391254
586	wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.00176583540331	0.001907142438	0.00183327383376	0.00172755019781	0.00191570895097
587	wavelet-LLL	gldm	LowGrayLevelEmphasis	1.0	1.0	1.0	1.0	1.0
588	wavelet-LLL	glcm	JointAverage	1.0	1.0	1.0	1.0	1.0
589	wavelet-LLL	glcm	SumAverage	2.0	2.0	2.0	2.0	2.0
590	wavelet-LLL	glcm	JointEntropy	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16
591	wavelet-LLL	glcm	ClusterShade	0.0	0.0	0.0	0.0	0.0
592	wavelet-LLL	glcm	MaximumProbability	1.0	1.0	1.0	1.0	1.0
593	wavelet-LLL	glcm	Idmn	1.0	1.0	1.0	1.0	1.0
594	wavelet-LLL	glcm	JointEnergy	1.0	1.0	1.0	1.0	1.0
595	wavelet-LLL	glcm	Contrast	0.0	0.0	0.0	0.0	0.0
596	wavelet-LLL	glcm	DifferenceEntropy	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16
597	wavelet-LLL	glcm	InverseVariance	0.0	0.0	0.0	0.0	0.0
598	wavelet-LLL	glcm	DifferenceVariance	0.0	0.0	0.0	0.0	0.0
599	wavelet-LLL	glcm	Idn	1.0	1.0	1.0	1.0	1.0
600	wavelet-LLL	glcm	Idm	1.0	1.0	1.0	1.0	1.0
601	wavelet-LLL	glcm	Correlation	1.0	1.0	1.0	1.0	1.0
602	wavelet-LLL	glcm	Autocorrelation	1.0	1.0	1.0	1.0	1.0
603	wavelet-LLL	glcm	SumEntropy	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16	-3.20342650381e-16
604	wavelet-LLL	glcm	SumSquares	0.0	0.0	0.0	0.0	0.0
605	wavelet-LLL	glcm	ClusterProminence	0.0	0.0	0.0	0.0	0.0
606	wavelet-LLL	glcm	Imc2	0.0	0.0	0.0	0.0	0.0
607	wavelet-LLL	glcm	Imc1	0.0	0.0	0.0	0.0	0.0
608	wavelet-LLL	glcm	DifferenceAverage	0.0	0.0	0.0	0.0	0.0
609	wavelet-LLL	glcm	Id	1.0	1.0	1.0	1.0	1.0
610	wavelet-LLL	glcm	ClusterTendency	0.0	0.0	0.0	0.0	0.0
611	wavelet-LLL	firstorder	InterquartileRange	5.80652777004	0.144106575101	0.363158025524	2.21787577919	2.99764789768
612	wavelet-LLL	firstorder	Skewness	-0.212935088849	1.69350125982	1.3738323247	0.918264548738	0.686400267971
613	wavelet-LLL	firstorder	Uniformity	1.0	1.0	1.0	1.0	1.0
614	wavelet-LLL	firstorder	Median	8.10391348858	5.65685424949	5.65685424949	5.65685424949	5.73676009367
615	wavelet-LLL	firstorder	Energy	8259309.52715	7329991.57688	3674018.75528	4674967.21663	4593523.68749
616	wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	2.43191766706	0.392444572782	0.643761552603	1.08271915177	1.55350129723
617	wavelet-LLL	firstorder	MeanAbsoluteDeviation	2.8270137712	1.28233335135	1.45111798438	1.63207338862	2.08937179897
618	wavelet-LLL	firstorder	TotalEnergy	8259309.52715	7329991.57688	3674018.75528	4674967.21663	4593523.68749
619	wavelet-LLL	firstorder	Maximum	12.9720891254	12.8190244162	12.4489427426	13.274680095	13.1701071312
620	wavelet-LLL	firstorder	RootMeanSquared	8.51120155559	6.49182772399	6.62150100161	6.16615477621	7.32299967957
621	wavelet-LLL	firstorder	90Percentile	11.4293791571	10.5556157692	10.6177340687	9.48395632377	11.311320585
622	wavelet-LLL	firstorder	Minimum	0.774821475056	1.10492117892	1.02818525212	0.780794378678	0.933859173098
623	wavelet-LLL	firstorder	Entropy	-0.0	-0.0	-0.0	-0.0	-0.0
624	wavelet-LLL	firstorder	Range	12.1972676503	11.7141032373	11.4207574905	12.4938857163	12.2362479581
625	wavelet-LLL	firstorder	Variance	9.61411841819	3.90128812288	4.31301720068	5.59549756773	6.15452813705
626	wavelet-LLL	firstorder	10Percentile	3.48904333574	4.67623428775	4.53593500985	2.82842712475	4.34202521059
627	wavelet-LLL	firstorder	Kurtosis	1.58105891791	5.2942123867	4.35434530135	3.56875211744	2.34488325821
628	wavelet-LLL	firstorder	Mean	7.9263127305	6.18405522898	6.28738883112	5.69438031365	6.88997795134
629	wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.140824129209	0.180555939919	0.143291198203	0.139335811027	0.148544538748
630	wavelet-LLL	glrlm	GrayLevelVariance	0.0	0.0	0.0	0.0	0.0
631	wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	1.0	1.0	1.0	1.0	1.0
632	wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	1.0	1.0	1.0	1.0	1.0
633	wavelet-LLL	glrlm	RunVariance	228.436592972	229.425123921	165.044679296	243.354120263	140.704277287
634	wavelet-LLL	glrlm	GrayLevelNonUniformity	6006.07692308	11873.6923077	5445.92307692	5766.46153846	6392.46153846
635	wavelet-LLL	glrlm	LongRunEmphasis	634.372341203	474.514370636	436.853443235	762.028125756	342.908841375
636	wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	0.140824129209	0.180555939919	0.143291198203	0.139335811027	0.148544538748
637	wavelet-LLL	glrlm	RunLengthNonUniformity	215.78404391	612.304576543	223.031616826	209.371331398	286.133308799
638	wavelet-LLL	glrlm	ShortRunEmphasis	0.140824129209	0.180555939919	0.143291198203	0.139335811027	0.148544538748
639	wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	634.372341203	474.514370636	436.853443235	762.028125756	342.908841375
640	wavelet-LLL	glrlm	RunPercentage	0.0526779539804	0.0682678597333	0.0649894754815	0.0468985778527	0.0746277234871
641	wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	634.372341203	474.514370636	436.853443235	762.028125756	342.908841375
642	wavelet-LLL	glrlm	RunEntropy	5.24836373172	5.07216202482	5.02914171584	5.27150787525	4.95227035099
643	wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	1.0	1.0	1.0	1.0	1.0
644	wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.0352815209862	0.0499884868453	0.039828336601	0.0352428747323	0.0433097957791
645	wavelet-LLL	glszm	GrayLevelVariance	0.0	0.0	0.0	0.0	0.0
646	wavelet-LLL	glszm	ZoneVariance	3249741042.25	5670226905.5	1755400506.25	2099214164.56	1834237584.0
647	wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	1.0	1.0	1.0	1.0	1.0
648	wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.5	0.25	0.5	0.333333333333	0.5
649	wavelet-LLL	glszm	SizeZoneNonUniformity	1.0	1.0	1.0	2.0	1.0
650	wavelet-LLL	glszm	GrayLevelNonUniformity	2.0	4.0	2.0	6.0	2.0
651	wavelet-LLL	glszm	LargeAreaEmphasis	6499596098.5	7560911229.5	3510884808.5	2519163551.67	3668560825.0
652	wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	0.500000000038	0.091254340286	0.500000000071	0.521919879074	0.500000000068
653	wavelet-LLL	glszm	ZonePercentage	1.75415515502e-05	2.29980221701e-05	2.38672028832e-05	4.879794398e-05	2.33486656238e-05
654	wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	6499596098.5	7560911229.5	3510884808.5	2519163551.67	3668560825.0
655	wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	6499596098.5	7560911229.5	3510884808.5	2519163551.67	3668560825.0
656	wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	1.0	1.0	1.0	1.0	1.0
657	wavelet-LLL	glszm	SmallAreaEmphasis	0.500000000038	0.091254340286	0.500000000071	0.521919879074	0.500000000068
658	wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	1.0	1.0	1.0	1.0	1.0
659	wavelet-LLL	glszm	ZoneEntropy	1.0	2.0	1.0	1.79248125036	1.0
660	wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.500000000038	0.091254340286	0.500000000071	0.521919879074	0.500000000068
661	wavelet-LLL	ngtdm	Coarseness	1000000	1000000	1000000	1000000	1000000
662	wavelet-LLL	ngtdm	Complexity	0.0	0.0	0.0	0.0	0.0
663	wavelet-LLL	ngtdm	Strength	0	0	0	0	0
664	wavelet-LLL	ngtdm	Contrast					
665	wavelet-LLL	ngtdm	Busyness	0	0	0	0	0
666	wavelet-HHL	gldm	GrayLevelVariance	0.249965105963	0.228927553641	0.242334845692	0.247440112085	0.249240918956
667	wavelet-HHL	gldm	HighGrayLevelEmphasis	2.51772135245	2.93549054781	2.76265260093	2.65178600475	2.58265427631
668	wavelet-HHL	gldm	DependenceEntropy	4.55566020665	4.83793159955	4.95816202321	4.76230905739	4.86053437629
669	wavelet-HHL	gldm	DependenceNonUniformity	12421.5613823	13122.4495308	5836.25438858	11133.9060965	7329.96511709
670	wavelet-HHL	gldm	GrayLevelNonUniformity	57015.4568873	94294.1769008	43183.1338711	62107.507157	42959.0427281
671	wavelet-HHL	gldm	SmallDependenceEmphasis	0.00718513658423	0.00679075804289	0.00690384145209	0.00673333896371	0.0076118287737
672	wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.0181255293114	0.0172141296766	0.0172251704749	0.0166730747572	0.0189960509183
673	wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.108946729661	0.075447596309	0.069647533785	0.0905519543291	0.0855724522764
674	wavelet-HHL	gldm	LargeDependenceEmphasis	188.013252642	317.498827101	257.472904758	223.531637334	203.00945621
675	wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	114.946281191	123.059610873	116.369682089	114.489063161	113.377889397
676	wavelet-HHL	gldm	DependenceVariance	9.04604591594	43.7950493802	30.0764959557	18.7272226753	16.6518009172
677	wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	480.281138447	1095.25569201	821.885795434	659.701934025	561.535723458
678	wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.00445003840245	0.00418491513445	0.0043235091964	0.00424840501534	0.00476577323754
679	wavelet-HHL	gldm	LowGrayLevelEmphasis	0.620569661887	0.516127363047	0.559336849768	0.587053498813	0.604336430923
680	wavelet-HHL	glcm	JointAverage	1.50540631177	1.65406378469	1.59289444188	1.55277188807	1.52876185096
681	wavelet-HHL	glcm	SumAverage	3.01081262353	3.30812756938	3.18578888376	3.10554377614	3.05752370192
682	wavelet-HHL	glcm	JointEntropy	1.98822818238	1.82543723132	1.93281728966	1.97336709403	1.98364547412
683	wavelet-HHL	glcm	ClusterShade	-0.00579340534268	-0.226552068775	-0.124459489635	-0.062433276172	-0.033295359184
684	wavelet-HHL	glcm	MaximumProbability	0.278682135347	0.474868526977	0.382509911602	0.321382626831	0.296719813623
685	wavelet-HHL	glcm	Idmn	0.90054315855	0.928321896914	0.915846187888	0.907444295505	0.905200723807
686	wavelet-HHL	glcm	JointEnergy	0.254045226251	0.31888310246	0.27523624217	0.259508597749	0.255702618591
687	wavelet-HHL	glcm	Contrast	0.497284207252	0.358390515429	0.42076906056	0.462778522474	0.473996380967
688	wavelet-HHL	glcm	DifferenceEntropy	0.988425454361	0.937124006037	0.97677960748	0.988540849626	0.98828460713
